City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
453,Pandan,14.0453,124.1694,77.61,86,79,12.48,PH,1707170798
454,Dagda,56.0951,27.5372,26.29,89,55,10.07,LV,1707170798
455,Daru,-9.0763,143.2092,79.61,89,100,6.82,PG,1707170798
456,Gadzhiyevo,69.2551,33.3362,-2.38,100,99,6.49,RU,1707170798
457,Boali,4.8005,18.1275,80.29,28,58,3.62,CF,1707170798
458,Sihanoukville,10.6093,103.5296,75.15,100,40,4.61,KH,1707170798
459,Raduzhny,62.0961,77.475,10.87,95,100,11.74,RU,1707170799
460,Pico Truncado,-46.7949,-67.9573,83.71,7,9,23.44,AR,1707170799
461,Kilindoni,-7.9139,39.6668,82.94,79,63,13.98,TZ,1707170799
462,Trujillo,-8.116,-79.03,76.96,73,20,9.22,PE,1707170685
463,Chernomorskoye,45.5039,32.6997,44.83,90,88,24.9,UA,1707170799
464,Lamar,33.6668,-95.5836,63.9,43,0,12.66,US,1707170799
465,Ashland,40.8167,-82.2665,36.41,92,59,13.15,US,1707170799
466,Kotabumi,-4.8333,104.9,74.66,96,100,4.09,ID,1707170799
467,Languyan,5.2618,120.0807,77.47,89,66,4.09,PH,1707170799
468,Puerto Lempira,15.2667,-83.7667,82.54,74,20,22.7,HN,1707170799
469,Falam,22.9167,93.6833,50.0,72,50,3.67,MM,1707170799
470,Dobropillya,48.4615,37.0852,32.05,89,97,26.91,UA,1707170800
471,Laguna,38.421,-121.4238,61.05,72,100,13.8,US,1707170800
472,Fisterra,42.9049,-9.2629,50.02,76,98,1.79,ES,1707170800
473,Bonthe,7.5264,-12.505,79.57,83,0,6.44,SL,1707170800
474,Chibougamau,49.9168,-74.3659,22.62,46,0,6.91,CA,1707170800
475,Brookings,44.3114,-96.7984,46.11,76,0,13.8,US,1707170800
476,Gourcy,13.2167,-2.35,71.82,15,87,10.76,BF,1707170800
477,Brokopondo,4.75,-55.1667,83.19,73,99,10.92,SR,1707170800
478,Champerico,14.3,-91.9167,91.94,65,3,14.81,GT,1707170800
479,Altamira,-3.2033,-52.2064,86.09,84,20,0.0,BR,1707170640
480,Geraldton,-28.7667,114.6,68.41,34,72,8.05,AU,1707170801
481,Suva,-18.1416,178.4415,78.28,94,75,5.75,FJ,1707170690
482,Namibe,-15.1961,12.1522,77.58,78,96,7.45,AO,1707170801
483,Santa Elena De Uairen,4.6167,-61.1333,77.22,59,100,2.98,VE,1707170801
484,Teluknaga,-6.0989,106.6381,82.53,94,40,4.61,ID,1707170801
485,Weno,7.4515,151.8468,81.5,70,64,22.01,FM,1707170801
486,Khandyga,62.6667,135.6,-46.57,100,62,2.3,RU,1707170801
487,Key Biscayne,25.6937,-80.1628,64.42,94,100,3.44,US,1707170801
488,Urucui,-7.2294,-44.5561,83.73,55,100,2.37,BR,1707170801
489,Urengoy,65.9667,78.3667,-13.32,100,100,7.72,RU,1707170716
490,Usinsk,65.9939,57.5281,-19.93,100,80,1.01,RU,1707170801
491,Kalpi,26.1167,79.7333,56.7,95,75,5.75,IN,1707170801
492,I-N-Salah,27.1935,2.4607,59.07,27,4,14.58,DZ,1707170802
493,Karachayevsk,43.774,41.9142,42.48,49,100,11.74,RU,1707170802
494,Gerdzhyush,37.5651,41.3916,32.63,94,99,0.78,TR,1707170802
495,Kailua-Kona,19.6406,-155.9956,80.56,70,40,13.8,US,1707170770
496,Usogorsk,63.4106,48.6872,-4.34,97,97,5.5,RU,1707170803
497,Brooks,50.5834,-111.8851,13.98,85,99,1.14,CA,1707170666
498,Otok,45.1467,18.8839,52.23,79,14,6.93,HR,1707170803
499,Northam,51.0333,-4.2167,55.65,95,100,22.12,GB,1707170803
500,Nieuw Amsterdam,5.8833,-55.0833,82.56,78,20,4.61,SR,1707170803
501,Krasnokuts'K,50.066,35.1628,31.87,87,100,19.06,UA,1707170804
